,file,sample_id,instrument,analysis,purity,mineral_type,formula,sample_location,group,mineral
375,c:\2020\ecospeclib\mineral.silicate.tectosilicate.solid.tir.leucite_1.jhu.nicolet.spectrum.txt, leucite_1,Nic4,FALSE,z, tectosilicate,kalsi2o6, jhu,zeolite,leucite
376,c:\2020\ecospeclib\mineral.silicate.tectosilicate.solid.tir.micro_1.jhu.nicolet.spectrum.txt, micro_1,Nic4,FALSE,z, tectosilicate,kalsi3o8, jhu,k-feldspar,microcline
377,c:\2020\ecospeclib\mineral.silicate.tectosilicate.solid.tir.morden_1.jhu.nicolet.spectrum.txt, morden_1,Nic4,FALSE,z, tectosilicate,"(ca,na2,k2)al2si10o24.7h2o", jhu,zeolite,mordenite
378,c:\2020\ecospeclib\mineral.silicate.tectosilicate.solid.tir.natrol_1.jhu.nicolet.spectrum.txt, natrol_1,Nic4,FALSE,z, tectosilicate,na2al2si3o10.2h2o, jhu,zeolite,natrolite
379,c:\2020\ecospeclib\mineral.silicate.tectosilicate.solid.tir.nephel_2.jhu.nicolet.spectrum.txt, nephel_2,Nic4,FALSE,z, tectosilicate,"(na,k)alsio4", jhu,feldspathoid,nepheline
380,c:\2020\ecospeclib\mineral.silicate.tectosilicate.solid.tir.orthocl_3.jhu.nicolet.spectrum.txt, orthocl_3,Nic4,FALSE,z, tectosilicate,kalsi3o8, jhu,k-feldspar,orthoclase
381,c:\2020\ecospeclib\mineral.silicate.tectosilicate.solid.tir.quartz_1.jhu.nicolet.spectrum.txt, quartz_1,Nic4,FALSE,z, tectosilicate,sio2, jhu,silica,quartz
382,c:\2020\ecospeclib\mineral.silicate.tectosilicate.solid.tir.sanidine_1.jhu.nicolet.spectrum.txt, sanidine_1,Nic4,FALSE,z, tectosilicate,"(k,na)al3o8", jhu,k-feldspar,sanidine
383,c:\2020\ecospeclib\mineral.silicate.tectosilicate.solid.tir.sanidine_3.jhu.nicolet.spectrum.txt, sanidine_3,Nic4,FALSE,z, tectosilicate,"(k,na)al3o8", jhu,k-feldspar,sanidine
384,c:\2020\ecospeclib\mineral.silicate.tectosilicate.solid.tir.sodalite_1.jhu.nicolet.spectrum.txt, sodalite_1,Nic4,FALSE,z, tectosilicate,na8al6si6o24cl2, jhu,cancrinite-sodalite,sodalite
385,c:\2020\ecospeclib\mineral.sulfate.none.coarse.tir.alunite_2.jhu.nicolet.spectrum.txt, alunite_2,Nic4,FALSE,z, none,na, jhu,sulphate,alunite
386,c:\2020\ecospeclib\mineral.sulfate.none.coarse.tir.alunite_3.jhu.nicolet.spectrum.txt, alunite_3,Nic4,FALSE,z, none,na, jhu,sulphate,alunite
387,c:\2020\ecospeclib\mineral.sulfate.none.coarse.tir.alunite_4.jhu.nicolet.spectrum.txt, alunite_4,Nic4,FALSE,z, none,na, jhu,sulphate,alunite
388,c:\2020\ecospeclib\mineral.sulfate.none.coarse.tir.anhydrite_1.jhu.nicolet.spectrum.txt, anhydrite_1,Nic4,FALSE,z, none,caso4, jhu,sulphate,anhydrite
389,c:\2020\ecospeclib\mineral.sulfate.none.coarse.tir.barite_1.jhu.nicolet.spectrum.txt, barite_1,Nic4,FALSE,z, none,baso4, jhu,sulphate,"barite,"
390,c:\2020\ecospeclib\mineral.sulfate.none.coarse.tir.gypsum_1.jhu.nicolet.spectrum.txt, gypsum_1,Nic4,FALSE,z, none,caso4.2h20, jhu,sulphate,gypsum
391,c:\2020\ecospeclib\mineral.sulfate.none.coarse.tir.gypsum_2.jhu.nicolet.spectrum.txt, gypsum_2,Nic4,FALSE,z, none,caso4.2h2o, jhu,sulphate,gypsum
392,c:\2020\ecospeclib\mineral.sulfate.none.solid.tir.anhydrite_1.jhu.nicolet.spectrum.txt, anhydrite_1,Nic4,FALSE,z, none,caso4, jhu,sulphate,anhydrite
393,c:\2020\ecospeclib\mineral.sulfate.none.solid.tir.barite_1.jhu.nicolet.spectrum.txt, barite_1,Nic4,FALSE,z, none,baso4, jhu,sulphate,"barite,"
394,c:\2020\ecospeclib\mineral.sulfate.none.solid.tir.gypsum_1.jhu.nicolet.spectrum.txt, gypsum_1,Nic4,FALSE,z, none,caso4.2h20, jhu,sulphate,gypsum
395,c:\2020\ecospeclib\mineral.sulfate.none.solid.tir.gypsum_2.jhu.nicolet.spectrum.txt, gypsum_2,Nic4,FALSE,z, none,caso4.2h2o, jhu,sulphate,gypsum
396,c:\2020\ecospeclib\mineral.sulfide.none.coarse.tir.pyrite_1.jhu.nicolet.spectrum.txt, pyrite_1,Nic4,FALSE,z, none,fes2, jhu,sulphide,pyrite
397,c:\2020\ecospeclib\mineral.sulfide.none.coarse.tir.pyroph_1.jhu.nicolet.spectrum.txt, pyroph_1,Nic4,FALSE,z, none,fe(1-x)s, jhu,sulphide,pyrrhotite
398,c:\2020\ecospeclib\mineral.sulfide.none.fine.tir.pyroph_1.jhu.nicolet.spectrum.txt, pyroph_1,Nic4,FALSE,z, none,fe(1-x)s, jhu,sulphide,pyrrhotite
