wavelength,actinolite,actinolite,aegirine,aegirine,albite,albite,albite,almandine,alunite-k,alunite-k,alunite-k,alunite-na,amphiboleml48,analcime,andalusite,andalusite,andesine,andesine,andradite,anhydrite,ankerite,anorthite,anorthoclase,anorthoclase,anthophyllite,anthophyllite,antigorite,apatite,aragonite,arfvedsonite,augite,augite,augite,augite,augite,augite,axinite,azurite,barite,biotite,biotite,bytownite,calcite,calcite,cassiterite,cerussite,chabazite,chlorite-fe,chlorite-femg,chlorite-femg,chromite,cordierite,diopside,diopside,diopside,diopside,diopside,dolomite,edenite,edenite,enstatite,enstatite,epidote,gahnite,gedrite,glauconite,glauconite,glaucophane,goethite,goethite,grossular,grossular,grunerite,gypsum,hedenbergite,hedenbergite,hedenbergite,hematite,heulandite,holmquistite,hornblende,hornblende,hornblende,ilmenite,jadeite,jarosite,jarosite,kaersutite,kaolinite-wx,kosmochlor,kyanite,kyanite,labradorite,labradorite,laumontite,lizardite,magnesite,magnetite,malachite,manganocummingtonite,marialite,marialite,meionite,mesolite,microcline,microcline,microcline,microcline,montmorillonite,montmorillonite,muscovite,muscovite,muscovite,muscovite,natrolite,nontronite,oligoclase,oligoclase,olivine-fe,olivine-mg,olivine-mg,omphacite,opal,opal,orthoclase,palygorskite,petalite,petalite,phengite,phengite,phillipsite,phlogopite,phlogopite,pigeonite,prehnite,prehnite,prehnite,prehnite,psilomelane,pyrophyllite,quartz,quartz,quartz,quartz,quartz,quartz,retsgersite,rhodochrosite,rhodonite,riebeckite,rutile,siderite,sillimanite,sillimanite,sillimanite,sillimanite,smithsonite,spessartine,spodumene,spodumene,spodumene,spodumene,staurolite,stilpnomelane,strontianite,talc,talc,thomsonite,topaz,tourmaline,uvarovite,vesuvianite,vonsenite,witherite,wollastonite,wollastonite,zircon,zoisite,aragonite,calcite,calcite,"cerussite,",dolomite,dolomite,dolomite,aragonite,calcite,"cerussite,",dolomite,dolomite,dolomite,fluorite,fluorite,goethite,goethite,goethite,goethite,chromite,hematite,ilmenite,magnetite,rutile,chromite,hematite,ilmenite,magnetite,rutile,beryl,beryl,cordierite,tourmaline,tourmaline,beryl,beryl,cordierite,tourmaline,tourmaline,acmite,augite,augite,bustamite,diopside,diopside,enstatite,hedenbergite,hornblende,hornblende,hornblende,hypersthene,jadeite,pectolite,rhodonite,richterite,riebeckite,spodumene,tremolite,tremolite,wollastonite,acmite,acmite,augite,augite,bustamite,diopside,enstatite,hedenbergite,hornblende,hornblende,hornblende,hypersthene,jadeite,pectolite,rhodonite,richterite,riebeckite,spodumene,tremolite,tremolite,wollastonite,almandine,andalusite,andradite,datolite,grossular,kyanite,monticellite,olivine,olivine,olivine,olivine,olivine,olivine,olivine,olivine,olivine,olivine,olivine,olivine,olivine,pyrope,spessartine,staurolite,topaz,topaz,topaz,topaz,topaz,almandine,andalusite,andradite,datolite,grossular,kyanite,monticellite,olivine,olivine,olivine,pyrope,spessartine,staurolite,topaz,topaz,zoisite,zoisite,antigorite,biotite,biotite,chrysotile,clinochlore,clinochlore,illite,illite/smectite,kaolinite,kaolinite,lizardite,montmorillonite,montmorillonite,montmorillonite,muscovite,muscovite,nontronite,phlogopite,phlogopite,prehnite,pyrophyllite,saponite,sepiolite,smectite,talc,vermiculite,antigorite,biotite,clinochlore,clinochlore,muscovite,muscovite,phlogopite,phlogopite,prehnite,pyrophyllite,talc,clinozoisite,epidote,hemimorphite,vesuvianite,epidote,clinozoisite,epidote,hemimorphite,vesuvianite,albite,analcime,anorthite,chabazite,clinoptilolite,erionite,heulandite,heulandite,labradorite,leucite,microcline,mordenite,natrolite,nepheline,orthoclase,quartz,quartz,sanidine,sanidine,sodalite,chabazite,clinoptilolite,erionite,heulandite,labradorite,leucite,microcline,mordenite,natrolite,nepheline,orthoclase,quartz,sanidine,sanidine,sodalite,alunite,alunite,alunite,anhydrite,"barite,",gypsum,gypsum,anhydrite,"barite,",gypsum,gypsum,pyrite,pyrrhotite,pyrrhotite
6.000000,0.044737,0.009852,0.061625,0.026822,0.035899,0.037886,0.030656,0.051031,0.057166,0.038609,0.054851,0.143812,0.157179,0.014008,0.047540,0.025306,0.076220,0.118189,0.045140,0.085643,0.000000,0.084210,0.033406,0.063945,0.068470,0.064650,0.057923,0.050471,0.000000,0.087235,0.088836,0.083808,0.124394,0.059088,0.060269,0.055064,0.184980,0.011632,0.089488,0.187953,0.065771,0.078837,0.002200,0.043915,0.139680,0.084130,0.006622,0.086401,0.062010,0.097788,0.172059,0.090669,0.032597,0.015753,0.092911,0.069560,0.134853,0.003128,0.048222,0.076601,0.053281,0.054346,0.054684,0.106668,0.062970,0.028405,0.057200,0.081841,0.297109,0.305686,0.025840,0.014798,0.042611,0.024409,0.080873,0.045343,0.062484,0.880253,0.000000,0.056802,0.064752,0.082030,0.073607,0.262993,0.048109,0.214308,0.065549,0.123925,0.031454,0.062713,0.063784,0.053923,0.040442,0.060392,0.094714,0.052106,0.057565,0.000000,0.160870,0.107168,0.020540,0.024175,0.017593,0.035145,0.028179,0.050498,0.032480,0.036602,0.147699,0.015044,0.070511,0.082663,0.058799,0.073506,0.003981,0.150907,0.041459,0.044854,0.051347,0.061447,0.001132,0.015466,0.008641,0.019747,0.030412,0.118909,0.026606,0.033267,0.013319,0.021329,0.050640,0.119493,0.038089,0.042263,0.042896,0.058616,0.036105,0.054293,0.888091,0.018221,0.023729,0.217744,0.030622,0.039739,0.014381,0.016157,0.034519,0.005277,0.066156,0.052862,0.160232,0.008976,0.143613,0.015793,0.048423,0.048421,0.002313,0.060253,0.037050,0.045707,0.044435,0.036186,0.027564,0.103288,0.006638,0.050508,0.071262,0.034420,0.099078,0.064451,0.082611,0.245209,0.025194,0.010500,0.083032,0.066681,0.065935,0.131621,0.007671,0.012124,0.008681,0.023851,0.002986,0.004965,0.002758,0.038500,0.074074,0.020593,0.042776,0.045568,0.004617,0.075532,0.068329,0.038787,0.020173,0.065448,0.137761,0.090570,0.058861,0.042451,0.080435,0.084459,0.127419,0.083212,0.117221,0.333127,0.087956,0.020001,0.006996,0.013426,0.012271,0.013989,0.151520,0.088369,0.061876,0.136253,0.185663,0.018979,0.023326,0.038529,0.025786,0.029299,0.031695,0.027102,0.037844,0.030705,0.021109,0.019799,0.022059,0.022519,0.026025,0.014253,0.045670,0.031563,0.024360,0.022611,0.025553,0.036556,0.102743,0.058767,0.059549,0.041498,0.072435,0.183333,0.100302,0.092358,0.196728,0.072564,0.101115,0.141280,0.016610,0.121302,0.066064,0.106948,0.045839,0.122605,0.167920,0.092822,0.105805,0.028384,0.038237,0.012413,0.014073,0.010666,0.054487,0.029043,0.044700,0.077705,0.028023,0.022973,0.015027,0.050355,0.044881,0.026319,0.054264,0.041658,0.050700,0.083244,0.071218,0.042444,0.049803,0.027564,0.045491,0.032965,0.051649,0.052577,0.104385,0.102758,0.186760,0.074633,0.069242,0.119423,0.209232,0.046651,0.084714,0.047656,0.042809,0.014142,0.150934,0.038421,0.078126,0.048845,0.026031,0.122222,0.017386,0.057984,0.079274,0.077409,0.066378,0.046541,0.033315,0.048048,0.102117,0.041561,0.039503,0.028617,0.037660,0.027840,0.118296,0.069247,0.062483,0.132219,0.079495,0.013321,0.095353,0.029432,0.033226,0.040728,0.010551,0.053218,0.076267,0.137397,0.054754,0.071708,0.206936,0.110531,0.201566,0.104122,0.020910,0.132466,0.016819,0.030623,0.028472,0.015676,0.011413,0.047240,0.114704,0.219027,0.156146,0.049435,0.016454,0.029280,0.016512,0.010639,0.009200,0.019671,0.017420,0.007348,0.023060,0.021108,0.015848,0.003528,0.009592,0.007266,0.017367,0.006721,0.015075,0.015058,0.013707,0.007281,0.018526,0.007342,0.012001,0.063959,0.054630,0.056303,0.065241,0.008610,0.074155,0.030658,0.053887,0.103020,0.085489,0.067371,0.016972,0.013545,0.038151,0.048041,0.015295,0.080306,0.023065,0.011676,0.011420,0.041224,0.146723,0.071151,0.035317,0.067075,0.027179
6.025000,0.044891,0.013140,0.061726,0.027033,0.035701,0.039704,0.031448,0.048435,0.056021,0.038318,0.054853,0.142918,0.161632,0.013900,0.047187,0.025568,0.076104,0.122275,0.046321,0.085993,0.000290,0.085475,0.034456,0.064211,0.068244,0.059452,0.084235,0.048189,0.003179,0.087903,0.089775,0.096864,0.124772,0.059287,0.059017,0.055033,0.188656,0.010441,0.085177,0.178959,0.065060,0.077627,0.001751,0.024281,0.139522,0.080546,0.004639,0.079670,0.074310,0.100077,0.167971,0.086277,0.032243,0.017347,0.091013,0.067579,0.133127,0.000000,0.048634,0.076664,0.052680,0.054330,0.054891,0.101315,0.060801,0.028168,0.058261,0.061305,0.312206,0.310449,0.026966,0.016307,0.040566,0.022101,0.082185,0.045229,0.062244,0.863157,0.002090,0.053974,0.061922,0.084317,0.071592,0.262659,0.049746,0.195691,0.064113,0.123670,0.027497,0.063962,0.063305,0.052925,0.043760,0.061518,0.110288,0.054510,0.071375,0.095996,0.164325,0.091055,0.020995,0.024307,0.017878,0.060376,0.027759,0.050228,0.033301,0.036239,0.136131,0.010705,0.071111,0.080048,0.059434,0.073345,0.004273,0.161047,0.043949,0.046046,0.074594,0.068285,0.000888,0.015273,0.009846,0.019783,0.030565,0.131744,0.026474,0.032470,0.013154,0.021616,0.058273,0.116749,0.038098,0.042396,0.046581,0.057768,0.035195,0.054612,0.872883,0.017361,0.023263,0.233196,0.029778,0.038423,0.014372,0.016220,0.032320,0.002584,0.065809,0.049503,0.157818,0.007333,0.134568,0.015381,0.051444,0.049133,0.000641,0.059913,0.037052,0.045742,0.044432,0.037558,0.027444,0.101441,0.004260,0.050564,0.072252,0.034866,0.097935,0.061733,0.082338,0.240960,0.024364,0.007960,0.080003,0.065639,0.067529,0.131572,0.007251,0.011064,0.008162,0.021440,0.002839,0.004983,0.002564,0.038883,0.069864,0.019951,0.044858,0.045436,0.004472,0.075231,0.068416,0.039095,0.020089,0.066259,0.138330,0.089638,0.057489,0.042394,0.080541,0.082616,0.127381,0.082925,0.117002,0.333225,0.087448,0.017751,0.006365,0.013057,0.012754,0.014080,0.150671,0.087145,0.061942,0.136139,0.185194,0.019376,0.021772,0.038136,0.023836,0.027395,0.029416,0.026277,0.035376,0.030439,0.021122,0.020108,0.021844,0.022365,0.025443,0.014349,0.045667,0.031370,0.024147,0.021968,0.025575,0.034125,0.103170,0.058882,0.059368,0.041253,0.072556,0.183598,0.099859,0.092463,0.196698,0.072643,0.101555,0.141538,0.016407,0.120997,0.065851,0.107119,0.045677,0.122585,0.168002,0.092829,0.105644,0.028411,0.040496,0.012441,0.013680,0.011264,0.053389,0.024789,0.044488,0.080669,0.030647,0.024822,0.014961,0.049959,0.044737,0.026161,0.054036,0.041345,0.050462,0.084762,0.073455,0.043337,0.051110,0.027441,0.043975,0.034717,0.050158,0.051200,0.103127,0.102706,0.186628,0.074830,0.069026,0.119687,0.208919,0.046677,0.084473,0.047662,0.042756,0.014078,0.150797,0.038347,0.077559,0.048488,0.026950,0.122174,0.016891,0.057297,0.078175,0.076288,0.066383,0.046360,0.032770,0.046860,0.101771,0.041451,0.039334,0.027507,0.035259,0.026680,0.120225,0.070005,0.061929,0.130835,0.078403,0.013584,0.094973,0.027919,0.030883,0.038613,0.010882,0.053984,0.076080,0.137113,0.054694,0.071558,0.208304,0.110831,0.200979,0.102970,0.020953,0.131418,0.016981,0.031507,0.031038,0.014394,0.011300,0.050817,0.114880,0.219330,0.155937,0.049334,0.016315,0.024986,0.016192,0.010715,0.007806,0.018183,0.016309,0.007091,0.022940,0.020863,0.015661,0.003246,0.008683,0.007214,0.017119,0.006957,0.016095,0.014840,0.013658,0.006984,0.019523,0.006471,0.010885,0.062051,0.054791,0.056677,0.065047,0.008479,0.073390,0.030469,0.053859,0.102244,0.085306,0.067250,0.016901,0.013442,0.037704,0.047872,0.014629,0.078075,0.020932,0.011810,0.011240,0.040589,0.144359,0.068384,0.034363,0.067039,0.027163
6.050000,0.044227,0.017777,0.061481,0.026817,0.035706,0.038512,0.030476,0.047656,0.054437,0.038302,0.055178,0.142185,0.160598,0.013312,0.047132,0.025844,0.089635,0.170265,0.040682,0.070581,0.000599,0.093496,0.033260,0.062918,0.069609,0.057264,0.000000,0.027805,0.003261,0.089111,0.088274,0.104712,0.122976,0.059248,0.058040,0.055419,0.178805,0.007964,0.085083,0.174605,0.064586,0.080526,0.002388,0.030136,0.140567,0.078972,0.000000,0.083306,0.036920,0.100923,0.167024,0.080582,0.028945,0.009247,0.089221,0.066432,0.129193,0.003008,0.046769,0.079054,0.052191,0.054486,0.050413,0.100130,0.059532,0.029329,0.062079,0.070544,0.312802,0.313928,0.022382,0.011744,0.041307,0.021044,0.078065,0.040738,0.061897,0.853801,0.010060,0.056001,0.060992,0.082520,0.068806,0.269262,0.050451,0.191888,0.063019,0.123996,0.024607,0.065450,0.062434,0.052246,0.054579,0.070911,0.112219,0.060199,0.088043,0.014287,0.164471,0.109556,0.022062,0.024384,0.018138,0.060107,0.041808,0.049964,0.035774,0.037085,0.232497,0.000000,0.065820,0.081857,0.059027,0.071716,0.002008,0.089933,0.051881,0.057809,0.013995,0.002173,0.000000,0.015026,0.011260,0.018872,0.031664,0.087559,0.026348,0.032096,0.013759,0.021735,0.061667,0.113626,0.037679,0.042811,0.050181,0.055034,0.045874,0.052751,0.874618,0.017099,0.021271,0.227789,0.028886,0.038122,0.014118,0.015900,0.030957,0.000480,0.064882,0.048675,0.159789,0.007226,0.136248,0.017365,0.054129,0.049697,0.001975,0.057209,0.036597,0.045603,0.044214,0.038830,0.027081,0.096849,0.001807,0.050850,0.069947,0.029928,0.096345,0.063648,0.072597,0.244880,0.025640,0.006919,0.076348,0.064128,0.066224,0.130655,0.007319,0.010155,0.007689,0.019005,0.004087,0.005818,0.003022,0.039580,0.064733,0.019109,0.077669,0.055835,0.005644,0.074625,0.068431,0.039662,0.019639,0.067169,0.137163,0.087964,0.055391,0.042181,0.080122,0.080644,0.126588,0.081874,0.116080,0.331138,0.085307,0.016461,0.005892,0.012472,0.012712,0.014151,0.155229,0.082320,0.058472,0.131056,0.182681,0.019633,0.020664,0.037606,0.022927,0.026253,0.028355,0.026221,0.033928,0.030210,0.020721,0.019172,0.021722,0.022748,0.024335,0.014263,0.045374,0.030775,0.023395,0.020446,0.025332,0.031550,0.103371,0.058868,0.059182,0.040959,0.072326,0.179693,0.098538,0.091998,0.196691,0.071872,0.100433,0.140928,0.016126,0.116464,0.063834,0.106976,0.045233,0.120442,0.163786,0.091885,0.103782,0.028265,0.040787,0.012722,0.013384,0.011963,0.052459,0.023818,0.044283,0.087129,0.035186,0.028379,0.014753,0.049445,0.044778,0.026164,0.054004,0.041531,0.051105,0.088330,0.079017,0.042773,0.051761,0.027081,0.042268,0.034830,0.048293,0.049328,0.100565,0.101220,0.183098,0.073821,0.068652,0.116435,0.203149,0.046258,0.082118,0.047273,0.042061,0.013835,0.148074,0.037892,0.076092,0.047683,0.027562,0.121148,0.016346,0.056136,0.076571,0.073797,0.065592,0.045892,0.032288,0.046553,0.102107,0.041462,0.038578,0.026363,0.033187,0.025776,0.121757,0.070219,0.060970,0.129329,0.077157,0.013617,0.091553,0.026444,0.030345,0.036685,0.011095,0.054321,0.075192,0.135502,0.054589,0.070846,0.206273,0.111342,0.197435,0.103313,0.020790,0.124743,0.016942,0.031977,0.033125,0.013277,0.011251,0.053283,0.112977,0.217901,0.161100,0.048972,0.016142,0.021064,0.016065,0.010929,0.006872,0.017118,0.015173,0.006902,0.022817,0.020334,0.015339,0.003116,0.007785,0.007036,0.016793,0.006900,0.016450,0.014756,0.013480,0.007188,0.020520,0.005785,0.010007,0.060116,0.054215,0.056563,0.063685,0.008539,0.071990,0.030230,0.052914,0.098505,0.084272,0.066062,0.016755,0.013020,0.037342,0.047601,0.013397,0.075391,0.018320,0.011083,0.011208,0.039755,0.140990,0.063645,0.033418,0.066947,0.027284
6.075000,0.044130,0.014949,0.061399,0.026421,0.035597,0.038441,0.030551,0.056594,0.053609,0.038132,0.055493,0.142044,0.152911,0.013474,0.046849,0.025918,0.081243,0.140360,0.047191,0.074286,0.000449,0.089549,0.037134,0.063419,0.071978,0.061787,0.045335,0.042333,0.002907,0.092178,0.091409,0.108514,0.125665,0.059308,0.057961,0.055523,0.186503,0.006093,0.085122,0.172575,0.064605,0.078695,0.001692,0.010097,0.139190,0.072940,0.008543,0.083243,0.061003,0.096711,0.162473,0.073728,0.034159,0.017649,0.088435,0.065629,0.121924,0.007947,0.047847,0.079993,0.052056,0.054397,0.057311,0.094716,0.062651,0.027931,0.063308,0.050405,0.321271,0.298663,0.027458,0.018384,0.041336,0.019095,0.083539,0.045244,0.061188,0.829063,0.007849,0.058202,0.067766,0.084932,0.075917,0.261048,0.050190,0.184273,0.062318,0.124360,0.023062,0.066497,0.060880,0.051476,0.055277,0.066867,0.111142,0.058279,0.124592,0.028835,0.163377,0.105174,0.021384,0.024384,0.017935,0.056716,0.033793,0.049578,0.036787,0.036326,0.165406,0.005297,0.063346,0.084154,0.059340,0.070735,0.000000,0.133368,0.050345,0.052948,0.046753,0.031552,0.008918,0.014957,0.012878,0.019588,0.029017,0.104659,0.025575,0.031741,0.014561,0.022472,0.070968,0.112087,0.037349,0.042448,0.054636,0.057289,0.046950,0.053901,0.865704,0.016441,0.023464,0.219847,0.028324,0.036888,0.014070,0.015866,0.030544,0.001376,0.064687,0.046973,0.157089,0.004105,0.138201,0.017537,0.055223,0.049663,0.000000,0.061463,0.036534,0.045264,0.043387,0.039181,0.026991,0.095832,0.005236,0.050825,0.072193,0.031127,0.096520,0.055750,0.081205,0.240538,0.024172,0.005791,0.073083,0.062969,0.067820,0.131420,0.008484,0.009341,0.007287,0.016851,0.006504,0.007744,0.004415,0.042821,0.059202,0.018527,0.122025,0.082760,0.009674,0.074689,0.068465,0.040898,0.019893,0.068515,0.138000,0.087418,0.054773,0.042296,0.080379,0.079106,0.127145,0.082284,0.116191,0.332704,0.085819,0.014871,0.005508,0.011880,0.013317,0.014265,0.151393,0.082263,0.060294,0.132175,0.182784,0.019857,0.020150,0.037328,0.023014,0.024943,0.026480,0.026365,0.032421,0.029956,0.020232,0.018099,0.021593,0.023613,0.023807,0.014558,0.044977,0.030102,0.023101,0.019516,0.024899,0.029863,0.104760,0.058693,0.059058,0.040812,0.072440,0.180937,0.098756,0.092173,0.196667,0.071473,0.101315,0.141056,0.016383,0.118736,0.065103,0.106901,0.045231,0.121408,0.165814,0.092295,0.105326,0.028291,0.039696,0.013688,0.013230,0.013482,0.050712,0.029091,0.044141,0.090596,0.039759,0.032733,0.014677,0.049066,0.044776,0.026322,0.054780,0.042992,0.053017,0.091040,0.083880,0.043722,0.052985,0.026987,0.040386,0.035040,0.047241,0.048048,0.100029,0.101791,0.184911,0.074552,0.068443,0.118218,0.205890,0.046702,0.083461,0.047579,0.042353,0.013861,0.149429,0.037897,0.076215,0.047731,0.028032,0.121864,0.015944,0.055612,0.076350,0.072410,0.065335,0.045507,0.031780,0.046231,0.101810,0.041668,0.038141,0.026054,0.032264,0.025654,0.123586,0.071660,0.061159,0.128724,0.076845,0.013637,0.089282,0.025281,0.030621,0.035971,0.011136,0.055064,0.075597,0.136004,0.054519,0.071117,0.210155,0.111820,0.199598,0.104253,0.020825,0.123451,0.016982,0.032951,0.034598,0.012611,0.011534,0.055488,0.114131,0.218280,0.161936,0.049038,0.016137,0.018142,0.016050,0.011590,0.006628,0.016908,0.014780,0.007009,0.022651,0.019822,0.015001,0.003057,0.007004,0.006774,0.016605,0.006860,0.016129,0.014429,0.013373,0.007481,0.022038,0.005647,0.009726,0.060538,0.054635,0.057432,0.063744,0.008692,0.071172,0.030277,0.053245,0.099401,0.084415,0.066664,0.016894,0.013009,0.037190,0.047662,0.011482,0.072648,0.015697,0.010249,0.011075,0.038670,0.138382,0.059763,0.033057,0.067037,0.027223
6.100000,0.043880,0.013435,0.061475,0.026499,0.035441,0.037660,0.031038,0.052007,0.053542,0.037861,0.055532,0.142303,0.150132,0.012727,0.046064,0.025798,0.092473,0.172421,0.046356,0.061161,0.000719,0.094479,0.038015,0.063113,0.072953,0.058658,0.082558,0.045387,0.004044,0.090775,0.089642,0.108737,0.124339,0.059634,0.058140,0.055090,0.186806,0.005347,0.078012,0.171998,0.064954,0.081191,0.000393,0.000000,0.138895,0.071216,0.022027,0.082479,0.066259,0.097593,0.162675,0.068091,0.033132,0.018485,0.088344,0.065098,0.117297,0.004978,0.048144,0.078087,0.052102,0.054416,0.058202,0.094124,0.059972,0.027795,0.063259,0.054904,0.319959,0.311840,0.027727,0.019762,0.041580,0.014160,0.082907,0.044582,0.060767,0.840263,0.009206,0.057479,0.063856,0.085333,0.067209,0.262681,0.049577,0.174701,0.062252,0.123907,0.022622,0.066872,0.059557,0.050691,0.061968,0.073317,0.127767,0.056858,0.139643,0.062988,0.166604,0.105324,0.021267,0.024302,0.017137,0.070452,0.040228,0.049541,0.034565,0.035635,0.128677,0.014065,0.071312,0.082034,0.061066,0.072009,0.003917,0.121803,0.055478,0.059112,0.073044,0.047029,0.037515,0.015051,0.014978,0.019435,0.029376,0.128024,0.024541,0.031349,0.013754,0.022835,0.077244,0.112323,0.037381,0.041715,0.052686,0.053252,0.038356,0.053674,0.855698,0.015861,0.022123,0.204649,0.028111,0.036020,0.014060,0.015397,0.031421,0.001557,0.065348,0.046891,0.155721,0.003198,0.125281,0.015827,0.054910,0.049213,0.003385,0.060777,0.037180,0.045193,0.042745,0.038730,0.026700,0.098450,0.001544,0.050816,0.074234,0.035402,0.096043,0.058250,0.079898,0.241887,0.023233,0.004370,0.071222,0.062555,0.067840,0.130786,0.011255,0.009110,0.007214,0.015077,0.009632,0.010765,0.006825,0.051092,0.053257,0.017989,0.164904,0.117685,0.016100,0.074657,0.068412,0.042113,0.020064,0.069484,0.138541,0.086942,0.054278,0.042362,0.080685,0.077382,0.127438,0.082580,0.116229,0.333605,0.085855,0.011686,0.004885,0.011364,0.013562,0.014325,0.148682,0.080416,0.062288,0.134731,0.182471,0.019836,0.019348,0.037204,0.023706,0.024064,0.025416,0.026553,0.030944,0.029779,0.019672,0.017376,0.021567,0.023816,0.023122,0.014596,0.044148,0.029543,0.022743,0.018785,0.024348,0.028602,0.105495,0.058547,0.058949,0.040704,0.072472,0.183678,0.098377,0.092324,0.196615,0.071055,0.101732,0.141009,0.016160,0.120330,0.065948,0.106759,0.045083,0.123053,0.167599,0.092295,0.107465,0.028182,0.037574,0.014491,0.013194,0.015507,0.048881,0.036442,0.044361,0.092348,0.042945,0.035856,0.014749,0.050219,0.045337,0.026982,0.056066,0.044743,0.055015,0.092157,0.086652,0.044293,0.053674,0.026701,0.038901,0.034572,0.046465,0.046945,0.099326,0.101960,0.185737,0.074974,0.068190,0.120433,0.207776,0.046828,0.084539,0.047443,0.042560,0.013869,0.150749,0.037981,0.076042,0.047740,0.028051,0.121876,0.015628,0.055165,0.076386,0.070744,0.064815,0.045067,0.031327,0.046311,0.101445,0.041741,0.037265,0.026436,0.032027,0.025931,0.125145,0.072935,0.061358,0.128064,0.076665,0.013583,0.089629,0.024279,0.029618,0.035312,0.011923,0.055678,0.075573,0.136763,0.054483,0.071171,0.213154,0.112442,0.200256,0.105336,0.020797,0.124217,0.017258,0.034006,0.035865,0.012732,0.011788,0.057192,0.114568,0.219393,0.162179,0.049077,0.016016,0.016134,0.016074,0.012350,0.006624,0.016978,0.014805,0.007327,0.022615,0.019257,0.014592,0.003063,0.006492,0.006556,0.016288,0.006434,0.014765,0.014212,0.013214,0.007030,0.023420,0.005566,0.009659,0.062405,0.054686,0.057618,0.063430,0.008936,0.071361,0.030924,0.053246,0.100243,0.084372,0.066767,0.016751,0.013111,0.037279,0.047736,0.008465,0.065988,0.013134,0.009147,0.010957,0.036360,0.134014,0.055434,0.033119,0.067122,0.027178
6.125000,0.043408,0.011505,0.060955,0.026846,0.034827,0.037192,0.029671,0.050205,0.053499,0.037763,0.055251,0.143562,0.154220,0.025169,0.045270,0.025530,0.080596,0.112727,0.048293,0.057401,0.004166,0.087908,0.037813,0.062714,0.072948,0.061563,0.071567,0.045126,0.004943,0.091442,0.090452,0.112941,0.123673,0.059971,0.058162,0.054890,0.186148,0.003322,0.075055,0.173925,0.064879,0.076930,0.000000,0.011836,0.137947,0.066403,0.019429,0.081283,0.067850,0.093057,0.164583,0.067725,0.034724,0.020059,0.087956,0.065167,0.117111,0.012907,0.047722,0.074144,0.051804,0.054866,0.061281,0.092015,0.061843,0.028067,0.063755,0.056225,0.326854,0.310364,0.028908,0.020931,0.042374,0.021684,0.084883,0.045878,0.061116,0.815552,0.013799,0.059625,0.064245,0.085736,0.072690,0.260936,0.048869,0.171776,0.062725,0.124033,0.022444,0.066933,0.058597,0.050213,0.060377,0.066306,0.163326,0.058156,0.154092,0.011115,0.161121,0.088399,0.020071,0.024118,0.016978,0.066198,0.030847,0.048891,0.033953,0.035340,0.138382,0.016102,0.091682,0.084032,0.062805,0.075194,0.005139,0.161913,0.048964,0.049458,0.077192,0.041369,0.020775,0.015104,0.014749,0.019270,0.028804,0.116841,0.023811,0.031057,0.013008,0.022725,0.083707,0.112894,0.037587,0.041417,0.051977,0.053472,0.042566,0.053468,0.850643,0.015121,0.022543,0.147460,0.028020,0.035656,0.013758,0.015302,0.033155,0.002284,0.065746,0.046551,0.156279,0.001625,0.116495,0.015105,0.054453,0.049365,0.003312,0.061952,0.037379,0.045315,0.042906,0.038100,0.026320,0.096121,0.001421,0.050720,0.074557,0.032144,0.095531,0.056358,0.082076,0.243075,0.022739,0.003876,0.070720,0.062626,0.067336,0.130328,0.015796,0.009747,0.007714,0.013603,0.013728,0.015218,0.010118,0.064853,0.068148,0.017409,0.209155,0.157646,0.024495,0.074623,0.068390,0.043239,0.020097,0.069991,0.138502,0.086348,0.053907,0.042349,0.080749,0.075725,0.127503,0.082735,0.116027,0.333881,0.085409,0.010556,0.004962,0.011371,0.013563,0.014384,0.148286,0.087861,0.061694,0.132767,0.181692,0.019374,0.018789,0.036960,0.024715,0.024696,0.026167,0.026290,0.031091,0.029536,0.019234,0.016790,0.021347,0.023110,0.022360,0.014497,0.043348,0.029046,0.022581,0.018307,0.023781,0.028412,0.105597,0.058393,0.058796,0.040515,0.072371,0.182507,0.097875,0.092468,0.196494,0.070576,0.101826,0.140551,0.015741,0.119808,0.065546,0.106812,0.044753,0.121673,0.167189,0.092192,0.106233,0.028087,0.035615,0.015294,0.013202,0.018012,0.047544,0.040005,0.044994,0.093217,0.044912,0.037723,0.015006,0.052104,0.046352,0.027665,0.057214,0.045976,0.056535,0.092552,0.087997,0.044554,0.054249,0.026322,0.037897,0.033868,0.045785,0.046251,0.098732,0.101737,0.185466,0.074483,0.067873,0.119311,0.207126,0.047004,0.084700,0.047361,0.042515,0.013791,0.150312,0.037809,0.075553,0.047495,0.027927,0.121522,0.015438,0.054848,0.076513,0.069099,0.064257,0.044507,0.031253,0.046956,0.101164,0.041641,0.036412,0.027495,0.032416,0.026727,0.126416,0.074187,0.061436,0.127975,0.076570,0.013528,0.089091,0.023653,0.026598,0.034981,0.013826,0.056235,0.075351,0.137731,0.054302,0.070942,0.215149,0.113234,0.200325,0.106076,0.020689,0.124570,0.017678,0.035021,0.037076,0.014526,0.012184,0.058612,0.114327,0.218049,0.152963,0.048937,0.015589,0.017792,0.016026,0.013231,0.006951,0.017445,0.015237,0.007834,0.022477,0.018983,0.014078,0.003142,0.006589,0.006673,0.015969,0.005813,0.012968,0.013942,0.013104,0.006833,0.024282,0.005744,0.009872,0.065513,0.054545,0.058038,0.062903,0.009242,0.075224,0.032201,0.052958,0.098900,0.084043,0.066519,0.016700,0.013235,0.037707,0.048025,0.005490,0.056814,0.011509,0.008749,0.011041,0.033476,0.136977,0.071760,0.033461,0.067157,0.027164
